,Error,Épocas,Clase
82,0.2252500057220459,12,"Train error on d1: 0.5, d2: 0.2"
83,0.25550001859664917,12,"Validation error on d1: 0.5, d2: 0.2"
84,0.218625009059906,13,"Train error on d1: 0.5, d2: 0.2"
85,0.25700002908706665,13,"Validation error on d1: 0.5, d2: 0.2"
86,0.20672500133514404,14,"Train error on d1: 0.5, d2: 0.2"
87,0.2634999752044678,14,"Validation error on d1: 0.5, d2: 0.2"
88,0.19927501678466797,15,"Train error on d1: 0.5, d2: 0.2"
89,0.2530999779701233,15,"Validation error on d1: 0.5, d2: 0.2"
90,0.1910499930381775,16,"Train error on d1: 0.5, d2: 0.2"
91,0.24379998445510864,16,"Validation error on d1: 0.5, d2: 0.2"
92,0.1850000023841858,17,"Train error on d1: 0.5, d2: 0.2"
93,0.24650001525878906,17,"Validation error on d1: 0.5, d2: 0.2"
94,0.1794000267982483,18,"Train error on d1: 0.5, d2: 0.2"
95,0.2547000050544739,18,"Validation error on d1: 0.5, d2: 0.2"
96,0.17390000820159912,19,"Train error on d1: 0.5, d2: 0.2"
97,0.25220000743865967,19,"Validation error on d1: 0.5, d2: 0.2"
98,0.1692500114440918,20,"Train error on d1: 0.5, d2: 0.2"
99,0.23930001258850098,20,"Validation error on d1: 0.5, d2: 0.2"
100,0.1643499732017517,21,"Train error on d1: 0.5, d2: 0.2"
101,0.24720001220703125,21,"Validation error on d1: 0.5, d2: 0.2"
102,0.15834999084472656,22,"Train error on d1: 0.5, d2: 0.2"
103,0.2612000107765198,22,"Validation error on d1: 0.5, d2: 0.2"
104,0.15539997816085815,23,"Train error on d1: 0.5, d2: 0.2"
105,0.25120002031326294,23,"Validation error on d1: 0.5, d2: 0.2"
106,0.1517999768257141,24,"Train error on d1: 0.5, d2: 0.2"
107,0.24119997024536133,24,"Validation error on d1: 0.5, d2: 0.2"
108,0.14354997873306274,25,"Train error on d1: 0.5, d2: 0.2"
109,0.23979997634887695,25,"Validation error on d1: 0.5, d2: 0.2"
110,0.14122498035430908,26,"Train error on d1: 0.5, d2: 0.2"
111,0.24629998207092285,26,"Validation error on d1: 0.5, d2: 0.2"
112,0.13642501831054688,27,"Train error on d1: 0.5, d2: 0.2"
113,0.24639999866485596,27,"Validation error on d1: 0.5, d2: 0.2"
114,0.13342499732971191,28,"Train error on d1: 0.5, d2: 0.2"
115,0.24159997701644897,28,"Validation error on d1: 0.5, d2: 0.2"
116,0.1320750117301941,29,"Train error on d1: 0.5, d2: 0.2"
117,0.2538999915122986,29,"Validation error on d1: 0.5, d2: 0.2"
118,0.1268249750137329,30,"Train error on d1: 0.5, d2: 0.2"
119,0.23170000314712524,30,"Validation error on d1: 0.5, d2: 0.2"
