,Error,Épocas,Clase
164,0.12374997138977051,23,"Train error on d1: 0.2, d2: 0.5"
165,0.2728000283241272,23,"Validation error on d1: 0.2, d2: 0.5"
166,0.11790001392364502,24,"Train error on d1: 0.2, d2: 0.5"
167,0.267300009727478,24,"Validation error on d1: 0.2, d2: 0.5"
168,0.11440002918243408,25,"Train error on d1: 0.2, d2: 0.5"
169,0.281000018119812,25,"Validation error on d1: 0.2, d2: 0.5"
170,0.11175000667572021,26,"Train error on d1: 0.2, d2: 0.5"
171,0.2888000011444092,26,"Validation error on d1: 0.2, d2: 0.5"
172,0.10710000991821289,27,"Train error on d1: 0.2, d2: 0.5"
173,0.2623000144958496,27,"Validation error on d1: 0.2, d2: 0.5"
174,0.10280001163482666,28,"Train error on d1: 0.2, d2: 0.5"
175,0.26649999618530273,28,"Validation error on d1: 0.2, d2: 0.5"
176,0.10175001621246338,29,"Train error on d1: 0.2, d2: 0.5"
177,0.27859997749328613,29,"Validation error on d1: 0.2, d2: 0.5"
178,0.09617501497268677,30,"Train error on d1: 0.2, d2: 0.5"
179,0.26410001516342163,30,"Validation error on d1: 0.2, d2: 0.5"
