Error,Épocas,Clase
0.7019230769230769,0,Train error
0.8653846153846154,0, Validation error
0.7637362637362637,0,Test error
0.7019230769230769,100,Train error
0.8653846153846154,100, Validation error
0.7637362637362637,100,Test error
0.7692307692307692,200,Train error
0.6538461538461539,200, Validation error
0.7527472527472527,200,Test error
0.7932692307692308,300,Train error
0.75,300, Validation error
0.7252747252747253,300,Test error
0.7355769230769231,400,Train error
0.7307692307692308,400, Validation error
0.7582417582417582,400,Test error
0.7355769230769231,500,Train error
0.7307692307692308,500, Validation error
0.7582417582417582,500,Test error
0.7355769230769231,600,Train error
0.7307692307692308,600, Validation error
0.7582417582417582,600,Test error
0.7355769230769231,700,Train error
0.7307692307692308,700, Validation error
0.7582417582417582,700,Test error
0.7355769230769231,800,Train error
0.7307692307692308,800, Validation error
0.7582417582417582,800,Test error
0.7019230769230769,900,Train error
0.8653846153846154,900, Validation error
0.7637362637362637,900,Test error
0.7019230769230769,1000,Train error
0.8653846153846154,1000, Validation error
0.7637362637362637,1000,Test error
0.7019230769230769,1100,Train error
0.8653846153846154,1100, Validation error
0.7637362637362637,1100,Test error
0.7355769230769231,1200,Train error
0.7307692307692308,1200, Validation error
0.7582417582417582,1200,Test error
0.7355769230769231,1300,Train error
0.7307692307692308,1300, Validation error
0.7582417582417582,1300,Test error
0.7019230769230769,1400,Train error
0.8653846153846154,1400, Validation error
0.7637362637362637,1400,Test error
0.7932692307692308,1500,Train error
0.75,1500, Validation error
0.7252747252747253,1500,Test error
0.7932692307692308,1600,Train error
0.75,1600, Validation error
0.7252747252747253,1600,Test error
0.7355769230769231,1700,Train error
0.7307692307692308,1700, Validation error
0.7582417582417582,1700,Test error
0.7355769230769231,1800,Train error
0.7307692307692308,1800, Validation error
0.7582417582417582,1800,Test error
0.7355769230769231,1900,Train error
0.7307692307692308,1900, Validation error
0.7582417582417582,1900,Test error
0.7692307692307692,2000,Train error
0.6538461538461539,2000, Validation error
0.7527472527472527,2000,Test error
0.7019230769230769,2100,Train error
0.8653846153846154,2100, Validation error
0.7637362637362637,2100,Test error
0.7692307692307692,2200,Train error
0.6538461538461539,2200, Validation error
0.7527472527472527,2200,Test error
0.7932692307692308,2300,Train error
0.75,2300, Validation error
0.7252747252747253,2300,Test error
0.7692307692307692,2400,Train error
0.6538461538461539,2400, Validation error
0.7527472527472527,2400,Test error
0.7355769230769231,2500,Train error
0.7307692307692308,2500, Validation error
0.7582417582417582,2500,Test error
0.7019230769230769,2600,Train error
0.8653846153846154,2600, Validation error
0.7637362637362637,2600,Test error
0.7019230769230769,2700,Train error
0.8653846153846154,2700, Validation error
0.7637362637362637,2700,Test error
0.7019230769230769,2800,Train error
0.8653846153846154,2800, Validation error
0.7637362637362637,2800,Test error
0.7692307692307692,2900,Train error
0.6538461538461539,2900, Validation error
0.7527472527472527,2900,Test error
0.7019230769230769,3000,Train error
0.8653846153846154,3000, Validation error
0.7637362637362637,3000,Test error
0.7019230769230769,3100,Train error
0.8653846153846154,3100, Validation error
0.7637362637362637,3100,Test error
0.7019230769230769,3200,Train error
0.8653846153846154,3200, Validation error
0.7637362637362637,3200,Test error
0.7355769230769231,3300,Train error
0.7307692307692308,3300, Validation error
0.7582417582417582,3300,Test error
0.7019230769230769,3400,Train error
0.8653846153846154,3400, Validation error
0.7637362637362637,3400,Test error
0.7932692307692308,3500,Train error
0.75,3500, Validation error
0.7252747252747253,3500,Test error
0.6923076923076923,3600,Train error
0.8653846153846154,3600, Validation error
0.7582417582417582,3600,Test error
0.7692307692307692,3700,Train error
0.6538461538461539,3700, Validation error
0.7527472527472527,3700,Test error
0.7019230769230769,3800,Train error
0.8653846153846154,3800, Validation error
0.7637362637362637,3800,Test error
0.7019230769230769,3900,Train error
0.8653846153846154,3900, Validation error
0.7637362637362637,3900,Test error
0.7019230769230769,4000,Train error
0.8653846153846154,4000, Validation error
0.7637362637362637,4000,Test error
0.7692307692307692,4100,Train error
0.6538461538461539,4100, Validation error
0.7527472527472527,4100,Test error
0.7932692307692308,4200,Train error
0.75,4200, Validation error
0.7252747252747253,4200,Test error
0.7692307692307692,4300,Train error
0.6538461538461539,4300, Validation error
0.7527472527472527,4300,Test error
0.7019230769230769,4400,Train error
0.8653846153846154,4400, Validation error
0.7637362637362637,4400,Test error
0.7019230769230769,4500,Train error
0.8653846153846154,4500, Validation error
0.7637362637362637,4500,Test error
0.7019230769230769,4600,Train error
0.8653846153846154,4600, Validation error
0.7637362637362637,4600,Test error
0.7019230769230769,4700,Train error
0.8653846153846154,4700, Validation error
0.7637362637362637,4700,Test error
0.7019230769230769,4800,Train error
0.8653846153846154,4800, Validation error
0.7637362637362637,4800,Test error
0.7019230769230769,4900,Train error
0.8653846153846154,4900, Validation error
0.760989010989011,4900,Test error
0.7355769230769231,5000,Train error
0.7307692307692308,5000, Validation error
0.7582417582417582,5000,Test error
0.7692307692307692,5100,Train error
0.6538461538461539,5100, Validation error
0.7527472527472527,5100,Test error
0.7355769230769231,5200,Train error
0.7307692307692308,5200, Validation error
0.7582417582417582,5200,Test error
0.7932692307692308,5300,Train error
0.75,5300, Validation error
0.7252747252747253,5300,Test error
0.7932692307692308,5400,Train error
0.75,5400, Validation error
0.7252747252747253,5400,Test error
0.7019230769230769,5500,Train error
0.8653846153846154,5500, Validation error
0.7637362637362637,5500,Test error
0.7019230769230769,5600,Train error
0.8653846153846154,5600, Validation error
0.7637362637362637,5600,Test error
0.7692307692307692,5700,Train error
0.6538461538461539,5700, Validation error
0.7527472527472527,5700,Test error
0.7692307692307692,5800,Train error
0.6538461538461539,5800, Validation error
0.7527472527472527,5800,Test error
0.7355769230769231,5900,Train error
0.7307692307692308,5900, Validation error
0.7582417582417582,5900,Test error
0.7692307692307692,6000,Train error
0.6538461538461539,6000, Validation error
0.7527472527472527,6000,Test error
0.7932692307692308,6100,Train error
0.75,6100, Validation error
0.7252747252747253,6100,Test error
0.7355769230769231,6200,Train error
0.7307692307692308,6200, Validation error
0.7582417582417582,6200,Test error
0.7019230769230769,6300,Train error
0.8653846153846154,6300, Validation error
0.7637362637362637,6300,Test error
0.7692307692307692,6400,Train error
0.6538461538461539,6400, Validation error
0.7527472527472527,6400,Test error
0.7019230769230769,6500,Train error
0.8653846153846154,6500, Validation error
0.7637362637362637,6500,Test error
0.7355769230769231,6600,Train error
0.7307692307692308,6600, Validation error
0.7582417582417582,6600,Test error
0.7019230769230769,6700,Train error
0.8653846153846154,6700, Validation error
0.7637362637362637,6700,Test error
0.7019230769230769,6800,Train error
0.8653846153846154,6800, Validation error
0.7637362637362637,6800,Test error
0.7019230769230769,6900,Train error
0.8653846153846154,6900, Validation error
0.7637362637362637,6900,Test error
0.7355769230769231,7000,Train error
0.7307692307692308,7000, Validation error
0.7582417582417582,7000,Test error
0.7932692307692308,7100,Train error
0.75,7100, Validation error
0.7252747252747253,7100,Test error
0.7932692307692308,7200,Train error
0.75,7200, Validation error
0.7252747252747253,7200,Test error
0.7932692307692308,7300,Train error
0.75,7300, Validation error
0.7252747252747253,7300,Test error
0.7932692307692308,7400,Train error
0.75,7400, Validation error
0.7252747252747253,7400,Test error
0.7019230769230769,7500,Train error
0.8653846153846154,7500, Validation error
0.7637362637362637,7500,Test error
0.7019230769230769,7600,Train error
0.8653846153846154,7600, Validation error
0.7637362637362637,7600,Test error
