Weight,Épocas
0.00024320812899981023,0
0.0013158282686191003,20
0.0009646505706647164,40
0.0002138800361186115,60
0.0015043355811598512,80
5.6609277446393584e-05,100
0.0017311055261644175,120
0.000448645829804028,140
7.792837674818567e-05,160
0.0007214469762677707,180
2.243053122175805e-06,200
9.98302343099809e-06,220
0.00034337635540632834,240
0.0012073118299678577,260
4.203650494684652e-05,280
0.00035297999585480575,300
0.00041617148365930516,320
0.001953483236682634,340
9.420507217812263e-05,360
7.614170696677764e-05,380
6.002639868756628e-05,400
0.000442925944245158,420
0.0004783442230606827,440
0.00032186864532814607,460
5.161060455920938e-06,480
0.001731676952638582,500
0.0002798959086724953,520
0.0015438861062213682,540
0.0005062922101220698,560
0.0004952036939189734,580
0.0009456124840813277,600
0.0024000313945315276,620
8.858099965454487e-05,640
0.0011234755227840407,660
0.003483647837216876,680
0.00025696914999672865,700
0.00016469581159666302,720
0.0046673236092514446,740
2.1926429883358995e-05,760
7.631273218005132e-06,780
0.001849097684858083,800
3.103646024121101e-05,820
0.00022107438552319722,840
0.00016297479382678873,860
0.0014217465003415093,880
6.266761243848667e-05,900
3.6586088534515356e-05,920
0.0008994800489577964,940
2.0500916099369226e-05,960
1.609344112267093e-05,980
0.001974826079775268,1000
0.0005916357218961906,1020
0.0005120825527248784,1040
9.841591959713175e-05,1060
2.124441660021947e-05,1080
0.0004533787902674106,1100
0.00011175405534994781,1120
5.496105713571576e-06,1140
4.263585075846442e-06,1160
2.513294111683108e-06,1180
1.2978146062816083e-05,1200
0.0005262223421811475,1220
0.00038577506696353344,1240
0.00023013474147090158,1260
7.130948003198829e-07,1280
0.00010351939022642106,1300
0.00014474279688123605,1320
0.0006337990646258371,1340
0.0004789388222420562,1360
0.0007499531466502711,1380
0.0002782668893619894,1400
2.7953772471634396e-05,1420
3.0460774777907504e-06,1440
0.001556644669559908,1460
6.706345416729321e-06,1480
0.0009070891272948079,1500
0.00010497120332035565,1520
0.00018672896891231468,1540
3.3919536825553145e-05,1560
7.3521242625454736e-06,1580
8.155377382877162e-05,1600
1.7845254336826356e-06,1620
0.001295716717333357,1640
0.0002219613195712303,1660
0.0004518563487389212,1680
0.000773247155769911,1700
9.417869557236844e-05,1720
0.0013614905347235382,1740
0.002012799670269338,1760
2.224182354081859e-05,1780
8.681060913323537e-05,1800
0.0017519883682222232,1820
1.1693784264521797e-06,1840
0.0010305518340555644,1860
1.0782635523048472e-05,1880
0.0004731042947689604,1900
1.4993628356683317e-05,1920
2.5149451259452815e-05,1940
0.0008708207478823252,1960
0.002213030107844313,1980
0.0013576140018174258,2000
2.3759344753528497e-05,2020
4.9297738383140756e-06,2040
0.0005685921452576856,2060
1.996196771226324e-06,2080
4.538962369251506e-05,2100
0.00027180584070771234,2120
0.0002256717647086946,2140
0.0004934127037610166,2160
2.6658771884215996e-06,2180
2.9062216157835955e-05,2200
0.0021009118788701325,2220
6.296928820531718e-05,2240
0.0015249210838621794,2260
0.00026311981231955654,2280
0.0015750484614109625,2300
0.0010395556558548094,2320
0.0003176990443515153,2340
7.497140995495776e-05,2360
4.779470449557289e-06,2380
0.002103926547252631,2400
1.238441680199786e-07,2420
0.0013281574367429716,2440
0.001287420773544812,2460
0.0011852352191184157,2480
0.0011216427397641713,2500
4.7590440995735827e-07,2520
0.001199073848097976,2540
0.00030000731045972615,2560
0.0002441886131249177,2580
0.000704009922067611,2600
0.0015305630828882234,2620
1.2267089015097867e-05,2640
0.00019925791982077155,2660
5.0771318207436026e-05,2680
0.0006705877172930224,2700
0.0007221836202545237,2720
6.202249934218207e-05,2740
3.101361689563123e-05,2760
4.3720332361302115e-06,2780
0.0008308906734612211,2800
7.262299751346635e-07,2820
2.3334647726141068e-05,2840
0.0002942461352135763,2860
3.1547542548909575e-05,2880
0.00028962506829089383,2900
0.0004286038157613896,2920
9.028922225971152e-05,2940
0.00012477290293205876,2960
1.7659996156214904e-05,2980
0.0001682855144649575,3000
0.0007512079996176948,3020
0.00011777556151716759,3040
3.9579502781672465e-05,3060
0.001143178318602356,3080
3.099147317320601e-05,3100
0.0003254762205597761,3120
0.0005644606279714688,3140
0.00011016906078831158,3160
8.814893507211715e-05,3180
0.0009822999724210606,3200
0.0009423340534566992,3220
0.00013080938554154014,3240
0.0008147664307114542,3260
0.00013455718156429885,3280
1.2322470583976935e-05,3300
0.0011600553247835585,3320
0.0003903173229192874,3340
2.3757656150364385e-05,3360
7.335748301858206e-05,3380
0.002937741996177745,3400
2.1250225740294836e-05,3420
0.000640510627160318,3440
6.60498250548869e-05,3460
0.000611683014088603,3480
0.00014155483442026087,3500
5.017431933730083e-05,3520
0.0017568983773732345,3540
9.925355957926885e-05,3560
0.00042078039943314123,3580
2.345430882303858e-05,3600
0.00031362706250372753,3620
0.00014958603408816653,3640
0.0002022536139995551,3660
0.000310095232360746,3680
0.003453120764712334,3700
0.00040225111077120304,3720
0.00039225525722471797,3740
8.525886552986351e-05,3760
5.9496110112373044e-05,3780
7.0341033168928e-05,3800
1.5654868936610276e-08,3820
1.8022438423292606e-05,3840
3.2758677251154484e-05,3860
2.2107923989870524e-05,3880
3.3283834259311224e-07,3900
1.0726509105624693e-05,3920
0.00045512543878345425,3940
9.994308284840058e-07,3960
0.0008905347415442664,3980
0.0005297172928913714,4000
0.0009622620843587399,4020
4.130888068012341e-05,4040
1.4624916462245473e-06,4060
6.0556271015657435e-06,4080
7.416758783098674e-05,4100
0.00016206286781452893,4120
2.028180074252698e-05,4140
0.0005372749344579403,4160
0.002364020710063767,4180
0.0009711741083480514,4200
0.002161787658807149,4220
0.001304624966581808,4240
3.829881159057905e-05,4260
0.000310884833346296,4280
0.0005077145543068166,4300
0.0003998372538023075,4320
0.0012358169325774992,4340
8.999198267778941e-05,4360
0.00016290127818248477,4380
0.00016828430092794778,4400
3.591393351320354e-05,4420
0.00025069009962388203,4440
0.0004921022808361637,4460
0.00017634976657416983,4480
0.004056797786947427,4500
1.0810855456933097e-06,4520
0.0009693861602244607,4540
0.00014626050392856034,4560
0.0003232516197846857,4580
4.385608950603897e-08,4600
7.33494599295033e-06,4620
6.668319364772928e-05,4640
0.000214516211429486,4660
0.00015985160193394943,4680
0.0006822531985072795,4700
0.00044302615246569915,4720
0.002218300845886,4740
6.180749834438273e-05,4760
9.580659479419486e-05,4780
0.0009432051239962571,4800
0.0004210893452690483,4820
0.0001840837089497334,4840
0.0005090179329541488,4860
0.00038249030055121676,4880
0.000572694670003045,4900
8.199452987690928e-05,4920
3.755749616065374e-05,4940
0.0013124129366703888,4960
6.534806927185014e-05,4980
4.118976245824327e-05,5000
0.0007582908493314873,5020
0.002158079010066262,5040
0.0001930703621925004,5060
0.0006968577675181804,5080
0.00016071263223857438,5100
1.8417330940700749e-06,5120
0.0006222641533967504,5140
0.0006083605969273563,5160
0.003115185898460509,5180
